Artist and Title;Artist ID;Title ID;Week;T10;Pk;(x?);PkStreams;Total;Date Precision;Release Date;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;uri;track_href;analysis_url;duration_ms;time_signature
Bryson Tiller-Don't;2EMAnMvWE2eb56ToJVfCWs;3pXF1nA74528Edde4of9CC;382;;36;;936,320;197,453,110; day; 2015-10-02;0,765;0,356;11;-5,556;0;0,195;0,223;0;0,0963;0,189;96,991;audio_features;spotify:track:3pXF1nA74528Edde4of9CC;https://api.spotify.com/v1/tracks/3pXF1nA74528Edde4of9CC;https://api.spotify.com/v1/audio-analysis/3pXF1nA74528Edde4of9CC;198293;4
Bad Bunny-A Tu Merced;4q3ewBCX7sLwd24euuV69X;4r9jkMEnArtWGH2rL2FZl0;202;;39;;2,314,387;196,946,473; day; 2020-02-29;0,86;0,791;0;-4,784;1;0,0568;0,169;0,000106;0,106;0,887;92,023;audio_features;spotify:track:4r9jkMEnArtWGH2rL2FZl0;https://api.spotify.com/v1/tracks/4r9jkMEnArtWGH2rL2FZl0;https://api.spotify.com/v1/audio-analysis/4r9jkMEnArtWGH2rL2FZl0;175918;4
Deorro-Five More Hours - Deorro x Chris Brown;6VD4UEUPvtsemqD3mmTqCR;6YwLgicpvVuMt1eE2OldwQ;348;;16;;1,196,884;196,927,212; day; 2015-03-03;0,699;0,883;5;-3,226;0;0,219;0,0288;0;0,817;0,499;127,961;audio_features;spotify:track:6YwLgicpvVuMt1eE2OldwQ;https://api.spotify.com/v1/tracks/6YwLgicpvVuMt1eE2OldwQ;https://api.spotify.com/v1/audio-analysis/6YwLgicpvVuMt1eE2OldwQ;211975;4
Kali Uchis-Igual Que Un Ángel;1U1el3k54VvEUzo3ybLPlM;6XaJfhwof7qIgbbXO5tIQI;77;6;8;;4,326,494;196,815,650; day; 2024-01-12;0,695;0,592;5;-5,34;0;0,032;0,00449;0,000663;0,185;0,482;108,001;audio_features;spotify:track:6XaJfhwof7qIgbbXO5tIQI;https://api.spotify.com/v1/tracks/6XaJfhwof7qIgbbXO5tIQI;https://api.spotify.com/v1/audio-analysis/6XaJfhwof7qIgbbXO5tIQI;260371;4
SHAED-Trampoline;3KwmxIhSe9UTSEF37kwngR;1iQDltZqI7BXnHrFy4Qo1k;152;;18;;2,224,704;196,726,572; day; 2019-09-26;0,619;0,459;7;-5,782;0;0,0334;0,56;0;0,137;0,498;126,803;audio_features;spotify:track:1iQDltZqI7BXnHrFy4Qo1k;https://api.spotify.com/v1/tracks/1iQDltZqI7BXnHrFy4Qo1k;https://api.spotify.com/v1/audio-analysis/1iQDltZqI7BXnHrFy4Qo1k;184280;4
AURORA-Runaway;1WgXqy2Dd70QQOU7Ay074N;1v1oIWf2Xgh54kIWuKsDf6;144;;16;;2,631,344;196,525,293; day; 2016-03-11;0,422;0,302;11;-9,214;1;0,0372;0,629;0,0000783;0,104;0,123;114,089;audio_features;spotify:track:1v1oIWf2Xgh54kIWuKsDf6;https://api.spotify.com/v1/tracks/1v1oIWf2Xgh54kIWuKsDf6;https://api.spotify.com/v1/audio-analysis/1v1oIWf2Xgh54kIWuKsDf6;248827;4
Sia-The Greatest;5WUlDfRSoLAfcVSX1WnrxN;3XIIOCu6B8PuGq5j61asEM;136;42;5;;3,169,154;196,281,228; year;2016;0,666;0,723;1;-6,164;1;0,268;0,0109;0,00047;0,0507;0,739;192,024;audio_features;spotify:track:3XIIOCu6B8PuGq5j61asEM;https://api.spotify.com/v1/tracks/3XIIOCu6B8PuGq5j61asEM;https://api.spotify.com/v1/audio-analysis/3XIIOCu6B8PuGq5j61asEM;210893;4
Billie Eilish-all the good girls go to hell;6qqNVTkY8uBg9cP3Jd7DAH;6IRdLKIyS4p7XNiP8r6rsx;210;4;6;;4,044,926;196,278,116; day; 2019-03-29;0,726;0,444;8;-8,922;0;0,372;0,283;0,143;0,177;0,569;185,044;audio_features;spotify:track:6IRdLKIyS4p7XNiP8r6rsx;https://api.spotify.com/v1/tracks/6IRdLKIyS4p7XNiP8r6rsx;https://api.spotify.com/v1/audio-analysis/6IRdLKIyS4p7XNiP8r6rsx;168840;4
Anuel AA-Hasta Que Dios Diga;2R21vXR83lH98kGeO99Y66;06s3QtMJVXw1AJX3UfvZG1;172;;23;;2,063,467;196,213,717; day; 2020-05-29;0,691;0,765;8;-4,727;1;0,111;0,464;0,00000329;0,203;0,855;174,021;audio_features;spotify:track:06s3QtMJVXw1AJX3UfvZG1;https://api.spotify.com/v1/tracks/06s3QtMJVXw1AJX3UfvZG1;https://api.spotify.com/v1/audio-analysis/06s3QtMJVXw1AJX3UfvZG1;246000;4
Juice WRLD-Righteous;4MCBfE4596Uoi2O4DtmEMz;0OyQns5ayNK2OVaES0Vb8t;155;2;7;;4,139,236;196,094,485; day; 2020-04-24;0,707;0,622;0;-6,951;1;0,031;0,0397;0;0,149;0,223;142,942;audio_features;spotify:track:0OyQns5ayNK2OVaES0Vb8t;https://api.spotify.com/v1/tracks/0OyQns5ayNK2OVaES0Vb8t;https://api.spotify.com/v1/audio-analysis/0OyQns5ayNK2OVaES0Vb8t;243357;4
JHAYCO-Ley Seca;6nVcHLIgY5pE2YCl8ubca1;3JCaq3KDSROg3TXhdiDa9n;179;;42;;1,799,830;194,507,005; day; 2021-09-03;0,759;0,842;8;-3,758;1;0,096;0,101;0;0,134;0,584;105,059;audio_features;spotify:track:3JCaq3KDSROg3TXhdiDa9n;https://api.spotify.com/v1/tracks/3JCaq3KDSROg3TXhdiDa9n;https://api.spotify.com/v1/audio-analysis/3JCaq3KDSROg3TXhdiDa9n;263253;4
Tate McRae-she's all i wanna be;45dkTj5sMRSjrmBSBeiHym;0IuVhCflrQPMGRrOyoY5RW;168;;28;;2,015,034;194,438,124; day; 2022-02-04;0,614;0,644;2;-5,372;0;0,0426;0,0134;0,00000707;0,117;0,651;160,036;audio_features;spotify:track:0IuVhCflrQPMGRrOyoY5RW;https://api.spotify.com/v1/tracks/0IuVhCflrQPMGRrOyoY5RW;https://api.spotify.com/v1/audio-analysis/0IuVhCflrQPMGRrOyoY5RW;206772;4
Joji-SLOW DANCING IN THE DARK;3MZsBdqDrRTJihTHQrO6Dq;0rKtyWc8bvkriBthvHKY8d;264;;82;;1,216,539;194,252,220; day; 2018-10-26;0,515;0,479;3;-7,458;1;0,0261;0,544;0,00598;0,191;0,284;88,964;audio_features;spotify:track:0rKtyWc8bvkriBthvHKY8d;https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d;https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d;209274;4
Daddy Yankee-X ÚLTIMA VEZ;4VMYDCV2IEDYJArk749S6m;48AJSd42lXpicsGqcgopof;142;1;8;;3,113,298;194,182,851; day; 2022-03-25;0,812;0,855;7;-3,725;1;0,0554;0,0789;0,000167;0,108;0,573;90,04;audio_features;spotify:track:48AJSd42lXpicsGqcgopof;https://api.spotify.com/v1/tracks/48AJSd42lXpicsGqcgopof;https://api.spotify.com/v1/audio-analysis/48AJSd42lXpicsGqcgopof;192477;4
Alex Sensation-Que Va;0OROVBEZCocg0FcgJpyBse;7ofxPmTNMj2GP07g1VZa0O;226;;47;;1,261,559;193,974,298; day; 2017-08-04;0,771;0,835;0;-3,388;1;0,0507;0,13;0;0,0601;0,817;91,012;audio_features;spotify:track:7ofxPmTNMj2GP07g1VZa0O;https://api.spotify.com/v1/tracks/7ofxPmTNMj2GP07g1VZa0O;https://api.spotify.com/v1/audio-analysis/7ofxPmTNMj2GP07g1VZa0O;238160;4
Travis Scott-STARGAZING;0Y5tJX1MQlPlqiwlOH1tJY;7wBJfHzpfI3032CSD7CE2m;164;8;2;(x1);7,138,624;193,327,090; day; 2018-08-03;0,487;0,789;8;-3,69;1;0,044;0,00947;0,00000405;0,189;0,0564;150,007;audio_features;spotify:track:7wBJfHzpfI3032CSD7CE2m;https://api.spotify.com/v1/tracks/7wBJfHzpfI3032CSD7CE2m;https://api.spotify.com/v1/audio-analysis/7wBJfHzpfI3032CSD7CE2m;270715;4
Adele-Someone Like You;4dpARuHxo51G3z768sgnrY;5lkpeJwmQKgY3bX2zChjxX;337;;31;;2,013,682;193,148,067; day; 2011-01-19;0,556;0,319;9;-8,251;1;0,0281;0,893;0;0,0996;0,294;135,187;audio_features;spotify:track:5lkpeJwmQKgY3bX2zChjxX;https://api.spotify.com/v1/tracks/5lkpeJwmQKgY3bX2zChjxX;https://api.spotify.com/v1/audio-analysis/5lkpeJwmQKgY3bX2zChjxX;285240;4
King-Maan Meri Jaan;5NHm4TU5Twz7owibYxJfFU;1418IuVKQPTYqt7QNJ9RXN;118;;25;;2,163,734;192,967,478; day; 2022-09-13;0,698;0,505;6;-8,242;0;0,0356;0,354;0;0,0995;0,396;95,868;audio_features;spotify:track:1418IuVKQPTYqt7QNJ9RXN;https://api.spotify.com/v1/tracks/1418IuVKQPTYqt7QNJ9RXN;https://api.spotify.com/v1/audio-analysis/1418IuVKQPTYqt7QNJ9RXN;194654;4
Chris Jedi-La Llevo Al Cielo (Ft. Ñengo Flow);0qTZZWLzuD59Un5r1speHm;6DoL1yYIwEW7VZMRaJhoJI;149;;50;;1,634,067;192,545,807; day; 2022-05-20;0,795;0,845;9;-3,809;0;0,135;0,105;0,0000114;0,172;0,769;170,023;audio_features;spotify:track:6DoL1yYIwEW7VZMRaJhoJI;https://api.spotify.com/v1/tracks/6DoL1yYIwEW7VZMRaJhoJI;https://api.spotify.com/v1/audio-analysis/6DoL1yYIwEW7VZMRaJhoJI;254920;4
Gucci Mane-I Get The Bag;13y7CgLHjMVRMDqxdx0Xdo;1XRgIKC5TPwo7nWGyKqgG0;225;;42;;1,459,804;192,453,170; day; 2017-10-13;0,89;0,633;11;-5,475;1;0,168;0,0232;0,000343;0,0993;0,425;139,948;audio_features;spotify:track:1XRgIKC5TPwo7nWGyKqgG0;https://api.spotify.com/v1/tracks/1XRgIKC5TPwo7nWGyKqgG0;https://api.spotify.com/v1/audio-analysis/1XRgIKC5TPwo7nWGyKqgG0;233087;4
Daya-Hide Away;6Dd3NScHWwnW6obMFbl1BH;2hsza71y54ABzmabyNDtM4;305;;31;;1,385,124;192,275,038; day; 2015-09-04;0,884;0,826;11;-3,672;0;0,0853;0,222;0,00000229;0,0719;0,465;94,997;audio_features;spotify:track:2hsza71y54ABzmabyNDtM4;https://api.spotify.com/v1/tracks/2hsza71y54ABzmabyNDtM4;https://api.spotify.com/v1/audio-analysis/2hsza71y54ABzmabyNDtM4;192381;4
Baby Keem-family ties;5SXuuuRpukkTvsLuUknva1;3QFInJAm9eyaho5vBzxInN;175;;22;;2,575,820;192,260,957; day; 2021-09-10;0,711;0,611;1;-5,453;1;0,33;0,00588;0;0,23;0,144;134,093;audio_features;spotify:track:3QFInJAm9eyaho5vBzxInN;https://api.spotify.com/v1/tracks/3QFInJAm9eyaho5vBzxInN;https://api.spotify.com/v1/audio-analysis/3QFInJAm9eyaho5vBzxInN;252262;4
Major Lazer-Know No Better;738wLrAtLtCtFOLvQBXOXp;3Ytr1SUCUi6J3L9dRFx5iH;152;;28;;1,886,306;192,240,853; day; 2017-05-31;0,738;0,814;7;-4,414;0;0,0999;0,132;0,00000964;0,126;0,483;119,041;audio_features;spotify:track:3Ytr1SUCUi6J3L9dRFx5iH;https://api.spotify.com/v1/tracks/3Ytr1SUCUi6J3L9dRFx5iH;https://api.spotify.com/v1/audio-analysis/3Ytr1SUCUi6J3L9dRFx5iH;225850;4
Tyler, The Creator-EARFQUAKE;4V8LLVI7PbaPR0K2TGSxFF;5hVghJ4KaYES3BFUATCYn0;153;13;5;;3,609,474;192,075,369; day; 2019-05-17;0,554;0,498;9;-8,866;1;0,0685;0,23;0,00000598;0,795;0,413;79,635;audio_features;spotify:track:5hVghJ4KaYES3BFUATCYn0;https://api.spotify.com/v1/tracks/5hVghJ4KaYES3BFUATCYn0;https://api.spotify.com/v1/audio-analysis/5hVghJ4KaYES3BFUATCYn0;190067;4
Journey-Don't Stop Believin' (2022 Remaster);0rvjqX7ttXeg3mTy8Xscbt;5RKQ5NdjSh2QzD4MaunT91;122;;61;;1,909,915;192,014,072; day; 1981-07-17;0,505;0,754;4;-7,435;1;0,0366;0,132;0;0,204;0,51;119,204;audio_features;spotify:track:5RKQ5NdjSh2QzD4MaunT91;https://api.spotify.com/v1/tracks/5RKQ5NdjSh2QzD4MaunT91;https://api.spotify.com/v1/audio-analysis/5RKQ5NdjSh2QzD4MaunT91;249600;4
Troye Sivan-YOUTH;3WGpXCj9YhhfX11TToZcXP;1cOyWWUr3oXJIxY0AjJEx9;288;;34;;1,159,781;191,892,520; day; 2015-12-04;0,628;0,737;7;-4,437;1;0,041;0,0638;0;0,0777;0,591;91,505;audio_features;spotify:track:1cOyWWUr3oXJIxY0AjJEx9;https://api.spotify.com/v1/tracks/1cOyWWUr3oXJIxY0AjJEx9;https://api.spotify.com/v1/audio-analysis/1cOyWWUr3oXJIxY0AjJEx9;185194;4
Piso 21-Me Llamas;4bw2Am3p9ji3mYsXNXtQcd;5hEM0JchdVzQ5PwvSfITeX;309;;80;;811,886;191,848,308; day; 2016-12-02;0,76;0,838;7;-3,828;0;0,0529;0,547;0,0000013;0,0664;0,745;93,05;audio_features;spotify:track:5hEM0JchdVzQ5PwvSfITeX;https://api.spotify.com/v1/tracks/5hEM0JchdVzQ5PwvSfITeX;https://api.spotify.com/v1/audio-analysis/5hEM0JchdVzQ5PwvSfITeX;210323;4
Aya Nakamura-Djadja;7IlRNXHjoOCgEAWN5qYksg;13vDU8nPsvTGEVTMB8Vw7g;154;;33;;1,896,457;191,174,505; day; 2019-10-25;0,791;0,682;5;-7,328;1;0,158;0,175;0;0,0926;0,672;98,031;audio_features;spotify:track:13vDU8nPsvTGEVTMB8Vw7g;https://api.spotify.com/v1/tracks/13vDU8nPsvTGEVTMB8Vw7g;https://api.spotify.com/v1/audio-analysis/13vDU8nPsvTGEVTMB8Vw7g;166851;4
Travis Scott-MELTDOWN;0Y5tJX1MQlPlqiwlOH1tJY;67nepsnrcZkowTxMWigSbb;88;11;2;(x1);9,508,572;190,885,615; day; 2023-07-28;0,557;0,774;7;-5,275;0;0,351;0,012;0;0,396;0,397;111,975;audio_features;spotify:track:67nepsnrcZkowTxMWigSbb;https://api.spotify.com/v1/tracks/67nepsnrcZkowTxMWigSbb;https://api.spotify.com/v1/audio-analysis/67nepsnrcZkowTxMWigSbb;246134;4
Marc Seguí-Tiroteo - Remix;5FQ8tBUtIamA2hRtatrYUF;4OwhwvKESFtuu06dTgct7i;172;;47;;1,574,978;190,861,425; day; 2021-04-01;0,75;0,522;9;-7,018;1;0,0293;0,282;0;0,0743;0,601;110,427;audio_features;spotify:track:4OwhwvKESFtuu06dTgct7i;https://api.spotify.com/v1/tracks/4OwhwvKESFtuu06dTgct7i;https://api.spotify.com/v1/audio-analysis/4OwhwvKESFtuu06dTgct7i;321556;4
Alessia Cara-Here;2wUjUUtkb5lvLKcGKsKqsR;1wYZZtamWTQAoj8B812uKQ;303;;20;;1,171,507;190,744,732; day; 2015-11-13;0,376;0,821;0;-3,974;1;0,104;0,0785;0;0,0823;0,331;120,462;audio_features;spotify:track:1wYZZtamWTQAoj8B812uKQ;https://api.spotify.com/v1/tracks/1wYZZtamWTQAoj8B812uKQ;https://api.spotify.com/v1/audio-analysis/1wYZZtamWTQAoj8B812uKQ;199453;4
Billie Eilish-i love you;6qqNVTkY8uBg9cP3Jd7DAH;6CcJMwBtXByIz4zQLzFkKc;236;;19;;2,642,970;190,095,710; day; 2019-03-29;0,421;0,131;0;-18,435;1;0,0382;0,952;0,00453;0,109;0,12;137,446;audio_features;spotify:track:6CcJMwBtXByIz4zQLzFkKc;https://api.spotify.com/v1/tracks/6CcJMwBtXByIz4zQLzFkKc;https://api.spotify.com/v1/audio-analysis/6CcJMwBtXByIz4zQLzFkKc;291796;4
Adam Port-Move;2loEsOijJ6XiGzWYFXMIRk;1BJJbSX6muJVF2AK7uH1x4;77;;17;;3,225,246;190,052,807; day; 2024-06-07;0,727;0,782;8;-8,529;0;0,042;0,0563;0,336;0,225;0,655;119,992;audio_features;spotify:track:1BJJbSX6muJVF2AK7uH1x4;https://api.spotify.com/v1/tracks/1BJJbSX6muJVF2AK7uH1x4;https://api.spotify.com/v1/audio-analysis/1BJJbSX6muJVF2AK7uH1x4;177599;4
Keala Settle-This Is Me;7HV2RI2qNug4EcQqLbCAKS;2xGjteMU3E1tkEPVFBO08U;199;;26;;1,839,101;190,025,856; day; 2017-10-27;0,284;0,704;2;-7,276;1;0,186;0,00583;0,000115;0,0424;0,1;191,702;audio_features;spotify:track:2xGjteMU3E1tkEPVFBO08U;https://api.spotify.com/v1/tracks/2xGjteMU3E1tkEPVFBO08U;https://api.spotify.com/v1/audio-analysis/2xGjteMU3E1tkEPVFBO08U;234707;4
OMI-Cheerleader - Felix Jaehn Remix Radio Edit;5MouCg6ta7zAxsfMEbc1uh;7vFoFDWqTX0mHzLfrF1Cfy;342;;14;;1,545,106;189,536,489; day; 2015-10-16;0,782;0,685;4;-6,237;1;0,0309;0,166;0,0000118;0,16;0,603;118,02;audio_features;spotify:track:7vFoFDWqTX0mHzLfrF1Cfy;https://api.spotify.com/v1/tracks/7vFoFDWqTX0mHzLfrF1Cfy;https://api.spotify.com/v1/audio-analysis/7vFoFDWqTX0mHzLfrF1Cfy;180566;4
Jerry Di-Mi Cuarto;7f02bxFbZIOVdSbYRNYvLT;6fmQjRuo7XvRFCK2qex5hQ;174;;43;;1,618,560;189,510,303; day; 2020-04-03;0,854;0,525;1;-4,426;1;0,214;0,818;0;0,146;0,63;97,054;audio_features;spotify:track:6fmQjRuo7XvRFCK2qex5hQ;https://api.spotify.com/v1/tracks/6fmQjRuo7XvRFCK2qex5hQ;https://api.spotify.com/v1/audio-analysis/6fmQjRuo7XvRFCK2qex5hQ;197587;4
Ed Sheeran-Eyes Closed;6eUKZXaKkcviH0Ku9w2n3V;3p7XQpdt8Dr6oMXSvRZ9bg;117;;18;;3,095,483;189,442,237; day; 2023-05-05;0,777;0,526;2;-6,221;1;0,0645;0,302;0;0,105;0,389;107,071;audio_features;spotify:track:3p7XQpdt8Dr6oMXSvRZ9bg;https://api.spotify.com/v1/tracks/3p7XQpdt8Dr6oMXSvRZ9bg;https://api.spotify.com/v1/audio-analysis/3p7XQpdt8Dr6oMXSvRZ9bg;194849;4
Megan Thee Stallion-Savage;181bsRPaVXVlUKXrxwZfHK;55CHeLEfn5iJ0IIkgaa4si;141;;15;;2,514,757;189,408,009; day; 2020-03-06;0,843;0,741;11;-5,609;1;0,334;0,0252;0;0,096;0,68;168,983;audio_features;spotify:track:55CHeLEfn5iJ0IIkgaa4si;https://api.spotify.com/v1/tracks/55CHeLEfn5iJ0IIkgaa4si;https://api.spotify.com/v1/audio-analysis/55CHeLEfn5iJ0IIkgaa4si;155497;4
David Guetta-Like I Do;1Cs0zKBU1kc0i8ypK3B9ai;6RnkFd8Fqqgk1Uni8RgqCQ;161;;24;;2,173,814;189,171,899; day; 2018-02-22;0,635;0,9;0;-3,719;0;0,0377;0,00664;0,0145;0,37;0,15;127,978;audio_features;spotify:track:6RnkFd8Fqqgk1Uni8RgqCQ;https://api.spotify.com/v1/tracks/6RnkFd8Fqqgk1Uni8RgqCQ;https://api.spotify.com/v1/audio-analysis/6RnkFd8Fqqgk1Uni8RgqCQ;202500;4
The Weeknd-After Hours;1Xyo4u8uXC1ZmMpatF05PJ;2p8IUWQDrpjuFltbdgLOag;123;11;4;;5,999,269;188,920,169; day; 2020-03-20;0,658;0,572;5;-6,099;0;0,0308;0,0811;0,0061;0,121;0,144;108,968;audio_features;spotify:track:2p8IUWQDrpjuFltbdgLOag;https://api.spotify.com/v1/tracks/2p8IUWQDrpjuFltbdgLOag;https://api.spotify.com/v1/audio-analysis/2p8IUWQDrpjuFltbdgLOag;361027;4
HVME-Goosebumps;2o08sCWF5yyo2G4DCiT7T9;20McUFi8KCIVdNDLrkTDuZ;172;;26;;2,073,656;188,821,386; day; 2020-06-12;0,767;0,659;1;-7,429;1;0,0444;0,325;0;0,13;0,439;124,946;audio_features;spotify:track:20McUFi8KCIVdNDLrkTDuZ;https://api.spotify.com/v1/tracks/20McUFi8KCIVdNDLrkTDuZ;https://api.spotify.com/v1/audio-analysis/20McUFi8KCIVdNDLrkTDuZ;163208;4
Disturbed-The Sound of Silence - CYRIL Remix;3TOqt5oJwL9BE2NG9MEwDa;1LY3GhF0zxIVgbYEQjCbUO;135;;80;;1,789,439;188,428,288; day; 2024-02-02;0,68;0,721;6;-4,379;0;0,188;0,123;0;0,162;0,244;125,963;audio_features;spotify:track:1LY3GhF0zxIVgbYEQjCbUO;https://api.spotify.com/v1/tracks/1LY3GhF0zxIVgbYEQjCbUO;https://api.spotify.com/v1/audio-analysis/1LY3GhF0zxIVgbYEQjCbUO;185238;4
BLACKPINK-Kill This Love;41MozSoPIsD1dJM0CLPjZF;4pUCKHjJ4Ijewc37rRrvHn;145;7;4;;4,003,909;188,202,751; day; 2019-04-04;0,738;0,861;2;-4,141;1;0,237;0,32;0,00175;0,325;0,58;131,974;audio_features;spotify:track:4pUCKHjJ4Ijewc37rRrvHn;https://api.spotify.com/v1/tracks/4pUCKHjJ4Ijewc37rRrvHn;https://api.spotify.com/v1/audio-analysis/4pUCKHjJ4Ijewc37rRrvHn;189052;4
Kendrick Lamar-LOYALTY. FEAT. RIHANNA.;2YZyLoL8N0Wb9xBt1NhZWg;6SwRhMLwNqEi6alNPVG00n;203;4;4;;4,160,770;188,153,511; day; 2017-04-14;0,658;0,535;9;-8,983;0;0,0573;0,0265;0;0,2;0,419;110,684;audio_features;spotify:track:6SwRhMLwNqEi6alNPVG00n;https://api.spotify.com/v1/tracks/6SwRhMLwNqEi6alNPVG00n;https://api.spotify.com/v1/audio-analysis/6SwRhMLwNqEi6alNPVG00n;227360;4
Britney Spears-My Only Wish (This Year);26dSoYclwsYLMAKD3tpOr4;0YWUHZPJVg4iujddsJDwhM;166;;29;;5,423,995;187,948,091; day; 2000-11-14;0,669;0,843;0;-3,766;1;0,0268;0,169;0;0,195;0,702;147,08;audio_features;spotify:track:0YWUHZPJVg4iujddsJDwhM;https://api.spotify.com/v1/tracks/0YWUHZPJVg4iujddsJDwhM;https://api.spotify.com/v1/audio-analysis/0YWUHZPJVg4iujddsJDwhM;255400;4
Bad Bunny-Dakiti;4q3ewBCX7sLwd24euuV69X;47EiUVwUp4C9fGccaPuUCS;28;28;1;(x24);8,118,121;187,932,142; day; 2020-10-30;0,731;0,573;4;-10,059;0;0,0544;0,401;0,0000522;0,113;0,145;109,928;audio_features;spotify:track:47EiUVwUp4C9fGccaPuUCS;https://api.spotify.com/v1/tracks/47EiUVwUp4C9fGccaPuUCS;https://api.spotify.com/v1/audio-analysis/47EiUVwUp4C9fGccaPuUCS;205090;4
Famous Dex-PICK IT UP;0WOxhx4hikIsyF3CRPLC8W;3ncgNpxLoBQ65ABk4djDyd;227;;53;;1,167,527;187,824,825; day; 2017-10-20;0,921;0,467;1;-8,443;1;0,119;0,0149;0,000238;0,334;0,287;135,995;audio_features;spotify:track:3ncgNpxLoBQ65ABk4djDyd;https://api.spotify.com/v1/tracks/3ncgNpxLoBQ65ABk4djDyd;https://api.spotify.com/v1/audio-analysis/3ncgNpxLoBQ65ABk4djDyd;191252;4
Rauw Alejandro-Tattoo;1mcTU81TzQhprhouKaTkpq;7na7Bk98usp84FaOJFPv3d;167;;41;;1,509,149;187,779,742; day; 2020-02-13;0,755;0,617;9;-5,144;1;0,182;0,0217;0;0,0625;0,745;193,896;audio_features;spotify:track:7na7Bk98usp84FaOJFPv3d;https://api.spotify.com/v1/tracks/7na7Bk98usp84FaOJFPv3d;https://api.spotify.com/v1/audio-analysis/7na7Bk98usp84FaOJFPv3d;202887;4
Chappell Roan-HOT TO GO!;7GlBOeep6PqTfFi59PTUUN;4xdBrk0nFZaP54vvZj0yx7;81;;22;;2,977,476;187,591,628; day; 2023-09-22;0,742;0,757;6;-4,981;1;0,0421;0,0187;0;0,305;0,957;139,982;audio_features;spotify:track:4xdBrk0nFZaP54vvZj0yx7;https://api.spotify.com/v1/tracks/4xdBrk0nFZaP54vvZj0yx7;https://api.spotify.com/v1/audio-analysis/4xdBrk0nFZaP54vvZj0yx7;184841;4
Sam Smith-Have Yourself A Merry Little Christmas;2wY79sveU1sp5g7SokKOiI;1Qi2wh8fFgDV7tl4Sj3f2K;184;;16;;3,993,757;187,577,931; day; 2014-12-05;0,438;0,178;5;-9,402;1;0,0414;0,957;0,0000011;0,316;0,344;75,25;audio_features;spotify:track:1Qi2wh8fFgDV7tl4Sj3f2K;https://api.spotify.com/v1/tracks/1Qi2wh8fFgDV7tl4Sj3f2K;https://api.spotify.com/v1/audio-analysis/1Qi2wh8fFgDV7tl4Sj3f2K;170964;1
BØRNS-Electric Love;1KP6TWI40m7p3QBTU6u2xo;2GiJYvgVaD2HtM8GqD9EgQ;245;;60;;1,264,288;187,558,590; day; 2015-10-16;0,611;0,797;6;-7,627;0;0,0533;0,00543;0,00137;0,26;0,518;120,041;audio_features;spotify:track:2GiJYvgVaD2HtM8GqD9EgQ;https://api.spotify.com/v1/tracks/2GiJYvgVaD2HtM8GqD9EgQ;https://api.spotify.com/v1/audio-analysis/2GiJYvgVaD2HtM8GqD9EgQ;218107;4
Sebastian Yatra-Traicionera;07YUOmWljBTXwIseAUd9TW;5J1c3M4EldCfNxXwrwt8mT;336;;63;;825,696;187,379,328; day; 2016-06-24;0,776;0,669;11;-4,933;1;0,0638;0,142;0;0,219;0,661;91,012;audio_features;spotify:track:5J1c3M4EldCfNxXwrwt8mT;https://api.spotify.com/v1/tracks/5J1c3M4EldCfNxXwrwt8mT;https://api.spotify.com/v1/audio-analysis/5J1c3M4EldCfNxXwrwt8mT;228467;4
Snakehips-All My Friends;2FwJwEswyIUAljqgjNSHgP;6TaqooOXAEcijL6G1AWS2K;272;;31;;1,153,692;187,260,737; day; 2015-10-21;0,681;0,521;0;-5,849;1;0,141;0,12;0,0000841;0,108;0,181;94,997;audio_features;spotify:track:6TaqooOXAEcijL6G1AWS2K;https://api.spotify.com/v1/tracks/6TaqooOXAEcijL6G1AWS2K;https://api.spotify.com/v1/audio-analysis/6TaqooOXAEcijL6G1AWS2K;229747;4
Major Lazer-Run Up;738wLrAtLtCtFOLvQBXOXp;0fg8CqpjdojMyXLNzM2PaJ;148;;16;;2,146,444;187,187,857; day; 2017-01-26;0,803;0,743;1;-3,602;0;0,0681;0,105;0,00000212;0,099;0,674;108,005;audio_features;spotify:track:0fg8CqpjdojMyXLNzM2PaJ;https://api.spotify.com/v1/tracks/0fg8CqpjdojMyXLNzM2PaJ;https://api.spotify.com/v1/audio-analysis/0fg8CqpjdojMyXLNzM2PaJ;203180;4
Ed Sheeran-Don't;6eUKZXaKkcviH0Ku9w2n3V;5W2opDlEE4V6azri6kC4aT;388;;13;;873,332;186,860,058; day; 2014-06-13;0,806;0,608;1;-7,008;1;0,0659;0,0113;0;0,635;0,849;95,049;audio_features;spotify:track:5W2opDlEE4V6azri6kC4aT;https://api.spotify.com/v1/tracks/5W2opDlEE4V6azri6kC4aT;https://api.spotify.com/v1/audio-analysis/5W2opDlEE4V6azri6kC4aT;219840;4
