Artist and Title;Artist ID;Title ID;Week;T10;Pk;(x?);PkStreams;Total;Date Precision;Release Date;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;uri;track_href;analysis_url;duration_ms;time_signature
Lil Nas X-MONTERO (Call Me By Your Name);7jVv8c5Fj3E9VhNjxT4snq;67BtfxlNbhBmCDR2L2l8qd;513;157;1;(x40);8,588,023;1,437,151,704; day; 2021-03-31;0,61;0,508;8;-6,682;0;0,152;0,297;0;0,384;0,758;178,818;audio_features;spotify:track:67BtfxlNbhBmCDR2L2l8qd;https://api.spotify.com/v1/tracks/67BtfxlNbhBmCDR2L2l8qd;https://api.spotify.com/v1/audio-analysis/67BtfxlNbhBmCDR2L2l8qd;137876;4
Justin Bieber-Ghost;1uNFoZAHBGtllmzznpCI3s;6I3mqTwhRpn34SLVafSH7G;925;8;10;;2,641,055;1,426,056,845; day; 2021-03-19;0,601;0,741;2;-5,569;1;0,0478;0,185;0,0000291;0,415;0,441;153,96;audio_features;spotify:track:6I3mqTwhRpn34SLVafSH7G;https://api.spotify.com/v1/tracks/6I3mqTwhRpn34SLVafSH7G;https://api.spotify.com/v1/audio-analysis/6I3mqTwhRpn34SLVafSH7G;153190;4
Travis Scott-SICKO MODE;0Y5tJX1MQlPlqiwlOH1tJY;2xLMifQCjDGFmkHkpNLD9h;1037;141;2;(x5);6,546,842;1,425,985,849; day; 2018-08-03;0,834;0,73;8;-3,714;1;0,222;0,00513;0;0,124;0,446;155,008;audio_features;spotify:track:2xLMifQCjDGFmkHkpNLD9h;https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h;https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h;312820;4
Drake-God's Plan;3TVXtAsR1Inumwj472S9r4;2XW4DbS6NddZxRPm5rMCeY;717;146;1;(x74);8,553,009;1,419,636,888; day; 2018-01-20;0,758;0,448;7;-9,441;1;0,103;0,0309;0,0000867;0,558;0,373;77,176;audio_features;spotify:track:2XW4DbS6NddZxRPm5rMCeY;https://api.spotify.com/v1/tracks/2XW4DbS6NddZxRPm5rMCeY;https://api.spotify.com/v1/audio-analysis/2XW4DbS6NddZxRPm5rMCeY;198960;4
Ruth B.-Dandelions;2WzaAvm2bBCf4pEhyuDgCY;2eAvDnpXP5W0cVtiI0PUxV;1019;;32;;1,772,730;1,400,385,371; day; 2017-05-05;0,609;0,692;1;-2,958;1;0,0259;0,0157;0;0,0864;0,454;116,959;audio_features;spotify:track:2eAvDnpXP5W0cVtiI0PUxV;https://api.spotify.com/v1/tracks/2eAvDnpXP5W0cVtiI0PUxV;https://api.spotify.com/v1/audio-analysis/2eAvDnpXP5W0cVtiI0PUxV;233720;3
Eminem-Without Me;7dGJo4pcD2V6oG8kP0tJRR;7lQ8MOhq6IN2w8EYcFNSUk;1154;;29;;2,404,685;1,394,810,177; day; 2002-05-26;0,908;0,669;7;-2,827;1;0,0738;0,00286;0;0,237;0,662;112,238;audio_features;spotify:track:7lQ8MOhq6IN2w8EYcFNSUk;https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk;https://api.spotify.com/v1/audio-analysis/7lQ8MOhq6IN2w8EYcFNSUk;290320;4
Adele-Easy On Me;4dpARuHxo51G3z768sgnrY;46IZ0fSY2mpAiktS3KOqds;645;152;1;(x47);19,749,704;1,394,355,749; day; 2021-11-19;0,604;0,366;5;-7,519;1;0,0282;0,578;0;0,133;0,13;141,981;audio_features;spotify:track:46IZ0fSY2mpAiktS3KOqds;https://api.spotify.com/v1/tracks/46IZ0fSY2mpAiktS3KOqds;https://api.spotify.com/v1/audio-analysis/46IZ0fSY2mpAiktS3KOqds;224695;4
BTS-Dynamite;3Nrfpe0tUJi4K4DXYWgMUX;4saklk6nie3yiGePpBwUoc;780;119;1;(x1);7,778,950;1,392,283,880; day; 2020-11-20;0,746;0,765;6;-4,41;0;0,0993;0,0112;0;0,0936;0,737;114,044;audio_features;spotify:track:4saklk6nie3yiGePpBwUoc;https://api.spotify.com/v1/tracks/4saklk6nie3yiGePpBwUoc;https://api.spotify.com/v1/audio-analysis/4saklk6nie3yiGePpBwUoc;199054;4
SAINt JHN-Roses - Imanbek Remix;0H39MdGGX6dbnnQPt6NQkZ;24Yi9hE78yPEbZ4kxyoXAI;680;159;2;(x2);5,234,607;1,388,148,423; day; 2019-10-09;0,77;0,724;8;-5,484;1;0,0495;0,0167;0,0107;0,353;0,898;121,975;audio_features;spotify:track:24Yi9hE78yPEbZ4kxyoXAI;https://api.spotify.com/v1/tracks/24Yi9hE78yPEbZ4kxyoXAI;https://api.spotify.com/v1/audio-analysis/24Yi9hE78yPEbZ4kxyoXAI;176840;4
J. Cole-No Role Modelz;6l3HvQ5sa6mXTsMTB19rO5;68Dni7IE4VyPkTOH9mRWHr;1600;;59;;1,867,073;1,385,586,138; day; 2014-12-09;0,69;0,521;10;-8,492;0;0,339;0,324;0;0,0534;0,494;100,028;audio_features;spotify:track:68Dni7IE4VyPkTOH9mRWHr;https://api.spotify.com/v1/tracks/68Dni7IE4VyPkTOH9mRWHr;https://api.spotify.com/v1/audio-analysis/68Dni7IE4VyPkTOH9mRWHr;292799;4
Tate McRae-greedy;45dkTj5sMRSjrmBSBeiHym;3rUGC1vUpkDG9CZFHMur1t;351;206;1;(x34);6,282,050;1,384,061,295; day; 2023-09-15;0,749;0,729;6;-3,19;0;0,0321;0,261;0;0,113;0,816;111,004;audio_features;spotify:track:3rUGC1vUpkDG9CZFHMur1t;https://api.spotify.com/v1/tracks/3rUGC1vUpkDG9CZFHMur1t;https://api.spotify.com/v1/audio-analysis/3rUGC1vUpkDG9CZFHMur1t;131872;1
24kGoldn-Mood;6fWVd57NKTalqvmjRd2t8Z;3tjFYV6RSFtuktYl3ZtYcq;626;189;1;(x35);6,367,748;1,377,292,794; day; 2020-07-24;0,7;0,722;7;-3,558;0;0,0369;0,221;0;0,272;0,756;90,989;audio_features;spotify:track:3tjFYV6RSFtuktYl3ZtYcq;https://api.spotify.com/v1/tracks/3tjFYV6RSFtuktYl3ZtYcq;https://api.spotify.com/v1/audio-analysis/3tjFYV6RSFtuktYl3ZtYcq;140526;4
Maroon 5-Memories;04gDigrS5kc9YWfZHwBETP;2b8fOow8UzyDFAE27YhOZM;889;99;2;(x5);4,917,468;1,370,441,199; day; 2019-09-20;0,764;0,32;11;-7,209;1;0,0546;0,837;0;0,0822;0,575;91,019;audio_features;spotify:track:2b8fOow8UzyDFAE27YhOZM;https://api.spotify.com/v1/tracks/2b8fOow8UzyDFAE27YhOZM;https://api.spotify.com/v1/audio-analysis/2b8fOow8UzyDFAE27YhOZM;189486;4
Ed Sheeran-Bad Habits;6eUKZXaKkcviH0Ku9w2n3V;3rmo8F54jFF8OgYsqTxm5d;550;146;3;(x26);6,008,275;1,350,227,445; day; 2021-10-25;0,807;0,893;11;-3,745;0;0,0347;0,0451;0,0000279;0,366;0,537;126,011;audio_features;spotify:track:3rmo8F54jFF8OgYsqTxm5d;https://api.spotify.com/v1/tracks/3rmo8F54jFF8OgYsqTxm5d;https://api.spotify.com/v1/audio-analysis/3rmo8F54jFF8OgYsqTxm5d;230747;4
Sam Smith-Unholy;2wY79sveU1sp5g7SokKOiI;3nqQXoyQOWXiESFLlDF1hG;396;156;1;(x49);8,853,020;1,325,551,884; day; 2022-09-22;0,719;0,454;2;-7,384;1;0,0707;0,0138;0,00000483;0,318;0,224;131,007;audio_features;spotify:track:3nqQXoyQOWXiESFLlDF1hG;https://api.spotify.com/v1/tracks/3nqQXoyQOWXiESFLlDF1hG;https://api.spotify.com/v1/audio-analysis/3nqQXoyQOWXiESFLlDF1hG;156943;4
Bad Bunny-DÁKITI;4q3ewBCX7sLwd24euuV69X;4MzXwWMhyBbmu6hOcLVD49;700;118;1;(x36);10,086,143;1,323,144,052; day; 2020-11-27;0,731;0,573;4;-10,059;0;0,0544;0,401;0,0000522;0,113;0,145;109,928;audio_features;spotify:track:4MzXwWMhyBbmu6hOcLVD49;https://api.spotify.com/v1/tracks/4MzXwWMhyBbmu6hOcLVD49;https://api.spotify.com/v1/audio-analysis/4MzXwWMhyBbmu6hOcLVD49;205090;4
Doja Cat-Kiss Me More;5cj0lLjcoR7YOSnhnX0Po5;3DarAbFujv6eYNliUTyqtz;551;139;2;(x1);5,731,381;1,312,730,513; day; 2021-06-25;0,764;0,705;8;-3,463;1;0,0284;0,259;0,0000892;0,12;0,781;110,97;audio_features;spotify:track:3DarAbFujv6eYNliUTyqtz;https://api.spotify.com/v1/tracks/3DarAbFujv6eYNliUTyqtz;https://api.spotify.com/v1/audio-analysis/3DarAbFujv6eYNliUTyqtz;208667;4
Marshmello-Happier;64KEffDW9EtZ1y2vBYgq8T;2dpaYNEQHiRxtZbfNsse99;823;144;2;(x9);4,279,508;1,302,211,159; day; 2018-08-17;0,687;0,792;5;-2,749;1;0,0452;0,191;0;0,167;0,671;100,011;audio_features;spotify:track:2dpaYNEQHiRxtZbfNsse99;https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99;https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99;214290;4
Arctic Monkeys-505;7Ln80lUS6He07XvHI8qqHH;58ge6dfP91o9oXMzq3XkIS;973;;40;;1,703,612;1,296,035,558; day; 2007-04-24;0,52;0,852;0;-5,866;1;0,0543;0,00237;0,0000579;0,0733;0,234;140,267;audio_features;spotify:track:58ge6dfP91o9oXMzq3XkIS;https://api.spotify.com/v1/tracks/58ge6dfP91o9oXMzq3XkIS;https://api.spotify.com/v1/audio-analysis/58ge6dfP91o9oXMzq3XkIS;253587;4
Rema-Calm Down;46pWGuE3dSwY3bMMXGBvVS;0WtM2NBVQNNJLh6scP13H8;572;22;8;;3,895,947;1,293,012,963; day; 2022-08-25;0,801;0,806;11;-5,206;1;0,0381;0,382;0,000669;0,114;0,802;106,999;audio_features;spotify:track:0WtM2NBVQNNJLh6scP13H8;https://api.spotify.com/v1/tracks/0WtM2NBVQNNJLh6scP13H8;https://api.spotify.com/v1/audio-analysis/0WtM2NBVQNNJLh6scP13H8;239318;4
Camila Cabello-Havana;4nDoRrQiYLoBzwC5BhVJzF;1rfofaqEpACxVEHIZBJe6W;793;173;1;(x9);4,949,898;1,288,873,382; day; 2018-01-12;0,765;0,523;2;-4,333;1;0,03;0,184;0,0000356;0,132;0,394;104,988;audio_features;spotify:track:1rfofaqEpACxVEHIZBJe6W;https://api.spotify.com/v1/tracks/1rfofaqEpACxVEHIZBJe6W;https://api.spotify.com/v1/audio-analysis/1rfofaqEpACxVEHIZBJe6W;217307;4
Bad Bunny-Tití Me Preguntó;4q3ewBCX7sLwd24euuV69X;1IHWl5LamUGEuP4ozKQSXZ;436;168;4;;7,640,843;1,253,903,760; day; 2022-05-06;0,65;0,715;5;-5,198;0;0,253;0,0993;0,000291;0,126;0,187;106,672;audio_features;spotify:track:1IHWl5LamUGEuP4ozKQSXZ;https://api.spotify.com/v1/tracks/1IHWl5LamUGEuP4ozKQSXZ;https://api.spotify.com/v1/audio-analysis/1IHWl5LamUGEuP4ozKQSXZ;243717;4
Benson Boone-Beautiful Things;22wbnEMDvgVIAGdFeek6ET;3xkHsmpQCBMytMJNiDf3Ii;225;181;1;(x35);9,256,894;1,253,315,029; day; 2024-04-05;0,472;0,471;10;-5,692;1;0,0603;0,151;0;0,14;0,219;105,029;audio_features;spotify:track:3xkHsmpQCBMytMJNiDf3Ii;https://api.spotify.com/v1/tracks/3xkHsmpQCBMytMJNiDf3Ii;https://api.spotify.com/v1/audio-analysis/3xkHsmpQCBMytMJNiDf3Ii;180304;3
Ed Sheeran-Thinking out Loud;6eUKZXaKkcviH0Ku9w2n3V;34gCuhDGsG4bRPIf9bb02f;1675;156;1;(x14);1,950,373;1,252,437,081; day; 2014-06-21;0,781;0,445;2;-6,061;1;0,0295;0,474;0;0,184;0,591;78,998;audio_features;spotify:track:34gCuhDGsG4bRPIf9bb02f;https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f;https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f;281560;4
Ed Sheeran-Photograph;6eUKZXaKkcviH0Ku9w2n3V;6fxVffaTuwjgEk5h9QyRjy;1872;;13;;1,214,337;1,249,370,487; year;2013;0,614;0,379;4;-10,48;1;0,0476;0,607;0,000464;0,0986;0,201;107,989;audio_features;spotify:track:6fxVffaTuwjgEk5h9QyRjy;https://api.spotify.com/v1/tracks/6fxVffaTuwjgEk5h9QyRjy;https://api.spotify.com/v1/audio-analysis/6fxVffaTuwjgEk5h9QyRjy;258987;4
Roddy Ricch-The Box;757aE44tKEUQEqRuT6GnEB;0nbXyq5TXYPCO7pr3N8S4I;567;128;1;(x6);7,427,860;1,246,311,986; day; 2019-12-06;0,896;0,586;10;-6,687;0;0,0559;0,104;0;0,79;0,642;116,971;audio_features;spotify:track:0nbXyq5TXYPCO7pr3N8S4I;https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I;https://api.spotify.com/v1/audio-analysis/0nbXyq5TXYPCO7pr3N8S4I;196653;4
Metro Boomin-Creepin';0iEtIxbK0KxaSlF7G42ZOp;2dHHgzDwk4BJdRwy9uXhTO;478;115;1;(x3);5,702,794;1,241,697,519; day; 2022-12-02;0,716;0,613;1;-6,018;0;0,0522;0,391;0;0,0813;0,157;97,914;audio_features;spotify:track:2dHHgzDwk4BJdRwy9uXhTO;https://api.spotify.com/v1/tracks/2dHHgzDwk4BJdRwy9uXhTO;https://api.spotify.com/v1/audio-analysis/2dHHgzDwk4BJdRwy9uXhTO;221520;4
Ed Sheeran-Shivers;6eUKZXaKkcviH0Ku9w2n3V;50nfwKoDiSYg8zOCREWAm5;625;154;4;;5,450,839;1,236,107,580; day; 2021-10-25;0,788;0,859;2;-2,724;1;0,0856;0,281;0;0,0424;0,822;141,02;audio_features;spotify:track:50nfwKoDiSYg8zOCREWAm5;https://api.spotify.com/v1/tracks/50nfwKoDiSYg8zOCREWAm5;https://api.spotify.com/v1/audio-analysis/50nfwKoDiSYg8zOCREWAm5;207853;4
Calvin Harris-One Kiss;7CajNmpbOovFoOoasH2HaY;7ef4DlsgrMEH11cDZd32M6;788;99;1;(x3);4,533,018;1,229,372,109; day; 2018-04-06;0,791;0,862;9;-3,24;0;0,11;0,037;0,0000219;0,0814;0,592;123,994;audio_features;spotify:track:7ef4DlsgrMEH11cDZd32M6;https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6;https://api.spotify.com/v1/audio-analysis/7ef4DlsgrMEH11cDZd32M6;214847;4
Conan Gray-Heather;4Uc8Dsxct0oMqx0P6i60ea;4xqrdfXkTW4T0RauPLv3WA;1037;;11;;3,771,797;1,228,574,703; day; 2020-03-20;0,357;0,425;5;-7,301;1;0,0333;0,584;0;0,322;0,27;102,078;audio_features;spotify:track:4xqrdfXkTW4T0RauPLv3WA;https://api.spotify.com/v1/tracks/4xqrdfXkTW4T0RauPLv3WA;https://api.spotify.com/v1/audio-analysis/4xqrdfXkTW4T0RauPLv3WA;198040;3
Ed Sheeran-I Don't Care;6eUKZXaKkcviH0Ku9w2n3V;0hVXuCcriWRGvwMV1r5Yn9;627;116;1;(x42);10,977,389;1,226,341,816; day; 2019-07-12;0,798;0,676;6;-5,041;1;0,0442;0,0902;0;0,0894;0,843;101,956;audio_features;spotify:track:0hVXuCcriWRGvwMV1r5Yn9;https://api.spotify.com/v1/tracks/0hVXuCcriWRGvwMV1r5Yn9;https://api.spotify.com/v1/audio-analysis/0hVXuCcriWRGvwMV1r5Yn9;219947;4
Post Malone-Better Now;246dkjvS1zLTtiykXe5h60;7dt6x5M1jzdTEt8oCbisTK;796;76;1;(x37);6,090,230;1,218,871,302; day; 2018-04-27;0,674;0,578;10;-5,804;1;0,0408;0,331;0;0,135;0,34;145,07;audio_features;spotify:track:7dt6x5M1jzdTEt8oCbisTK;https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK;https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK;231267;4
DaBaby-ROCKSTAR;4r63FhuTkUYltbVAg5TQnk;7ytR5pFWmSjzHJIeQkgog4;505;144;1;(x57);6,273,718;1,218,421,504; day; 2020-04-17;0,746;0,69;11;-7,956;1;0,164;0,247;0;0,101;0,497;89,977;audio_features;spotify:track:7ytR5pFWmSjzHJIeQkgog4;https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4;https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4;181733;4
Justin Bieber-Peaches;1uNFoZAHBGtllmzznpCI3s;4iJyoBOLtHqaGxP12qzhQI;533;100;1;(x18);8,020,169;1,208,278,824; day; 2021-03-19;0,677;0,696;0;-6,181;1;0,119;0,321;0;0,42;0,464;90,03;audio_features;spotify:track:4iJyoBOLtHqaGxP12qzhQI;https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI;https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI;198082;4
Wham!-Last Christmas;5lpH0xAS4fVfLkACg9DAuM;2FRnf9qhLbvw8fu4IBXx78;441;156;2;(x52);21,869,632;1,204,038,518; day; 1984-11-29;0,735;0,478;2;-12,472;1;0,0293;0,189;0,00000248;0,355;0,947;107,682;audio_features;spotify:track:2FRnf9qhLbvw8fu4IBXx78;https://api.spotify.com/v1/tracks/2FRnf9qhLbvw8fu4IBXx78;https://api.spotify.com/v1/audio-analysis/2FRnf9qhLbvw8fu4IBXx78;262960;4
Imagine Dragons-Thunder;53XhwfbYqKCa1cC15pYq2q;0tKcYR2II1VCQWT79i5NrW;1009;20;7;;3,218,477;1,198,816,415; day; 2017-06-23;0,6;0,81;0;-4,749;1;0,0479;0,00683;0,21;0,155;0,298;167,88;audio_features;spotify:track:0tKcYR2II1VCQWT79i5NrW;https://api.spotify.com/v1/tracks/0tKcYR2II1VCQWT79i5NrW;https://api.spotify.com/v1/audio-analysis/0tKcYR2II1VCQWT79i5NrW;187147;4
David Kushner-Daylight;33NVpKoXjItPwUJTMZIOiY;1odExI7RdWc4BT515LTAwj;495;77;4;;5,066,631;1,182,913,467; day; 2023-04-14;0,508;0,43;2;-9,475;0;0,0335;0,83;0,000441;0,093;0,324;130,09;audio_features;spotify:track:1odExI7RdWc4BT515LTAwj;https://api.spotify.com/v1/tracks/1odExI7RdWc4BT515LTAwj;https://api.spotify.com/v1/audio-analysis/1odExI7RdWc4BT515LTAwj;212954;4
Lewis Capaldi-Before You Go;4GNC7GD6oZMSxPGyXy4MNB;2gMXnyrvIjhVBUZwvLZDMP;862;;17;;2,375,637;1,180,738,967; day; 2019-11-22;0,459;0,574;3;-4,857;1;0,0577;0,608;0;0,0885;0,183;111,881;audio_features;spotify:track:2gMXnyrvIjhVBUZwvLZDMP;https://api.spotify.com/v1/tracks/2gMXnyrvIjhVBUZwvLZDMP;https://api.spotify.com/v1/audio-analysis/2gMXnyrvIjhVBUZwvLZDMP;215107;4
Bad Bunny-Ojitos Lindos;4q3ewBCX7sLwd24euuV69X;3k3NWokhRRkEPhCzPmV8TW;488;111;2;(x5);6,793,502;1,180,213,497; day; 2022-05-06;0,647;0,686;3;-5,745;0;0,0413;0,08;0,00000134;0,528;0,268;79,928;audio_features;spotify:track:3k3NWokhRRkEPhCzPmV8TW;https://api.spotify.com/v1/tracks/3k3NWokhRRkEPhCzPmV8TW;https://api.spotify.com/v1/audio-analysis/3k3NWokhRRkEPhCzPmV8TW;258299;4
The Walters-I Love You So;027TpXKGwdXP7iwbjUSpV8;4SqWKzw0CbA05TGszDgMlc;839;;18;;2,139,814;1,173,769,435; day; 2014-11-28;0,575;0,648;10;-4,891;1;0,0358;0,583;0;0,115;0,466;75,977;audio_features;spotify:track:4SqWKzw0CbA05TGszDgMlc;https://api.spotify.com/v1/tracks/4SqWKzw0CbA05TGszDgMlc;https://api.spotify.com/v1/audio-analysis/4SqWKzw0CbA05TGszDgMlc;160240;4
The Weeknd-The Hills;1Xyo4u8uXC1ZmMpatF05PJ;7fBv7CLKzipRk6EC6TWHOB;1267;80;3;(x8);2,210,786;1,171,821,303; day; 2015-08-28;0,585;0,564;0;-7,063;0;0,0515;0,0671;0;0,135;0,137;113,003;audio_features;spotify:track:7fBv7CLKzipRk6EC6TWHOB;https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB;https://api.spotify.com/v1/audio-analysis/7fBv7CLKzipRk6EC6TWHOB;242253;4
Halsey-Without Me;26VFTg2z8YR0cCuwLzESi2;5p7ujcrUXASCNwRaWNHR1C;840;124;3;(x10);4,103,411;1,168,628,874; day; 2018-10-04;0,752;0,488;6;-7,05;1;0,0705;0,297;0,00000911;0,0936;0,533;136,041;audio_features;spotify:track:5p7ujcrUXASCNwRaWNHR1C;https://api.spotify.com/v1/tracks/5p7ujcrUXASCNwRaWNHR1C;https://api.spotify.com/v1/audio-analysis/5p7ujcrUXASCNwRaWNHR1C;201661;4
Lord Huron-The Night We Met;6ltzsmQQbmdoHHbLZ4ZN25;3hRV0jL3vUpRrcy398teAU;760;;19;;3,044,599;1,156,094,096; day; 2015-04-06;0,448;0,369;9;-9,514;1;0,0452;0,968;0,272;0,638;0,0998;174,097;audio_features;spotify:track:3hRV0jL3vUpRrcy398teAU;https://api.spotify.com/v1/tracks/3hRV0jL3vUpRrcy398teAU;https://api.spotify.com/v1/audio-analysis/3hRV0jL3vUpRrcy398teAU;208212;3
Sabrina Carpenter-Espresso;74KM79TiuVKeVCqs8QtB0B;2qSkIjg1o9h3YT9RAgYN75;141;135;1;(x32);11,692,253;1,144,998,117; day; 2024-04-12;0,701;0,76;0;-5,478;1;0,0285;0,107;0,0000654;0,185;0,69;103,969;audio_features;spotify:track:2qSkIjg1o9h3YT9RAgYN75;https://api.spotify.com/v1/tracks/2qSkIjg1o9h3YT9RAgYN75;https://api.spotify.com/v1/audio-analysis/2qSkIjg1o9h3YT9RAgYN75;175459;4
Dua Lipa-New Rules;6M2wZ9GZgrQXHCFfjv46we;2ekn2ttSfGqwhhate0LSR0;711;161;2;(x24);4,497,944;1,140,597,500; day; 2017-06-02;0,762;0,7;9;-6,021;0;0,0694;0,00261;0,0000156;0,153;0,608;116,073;audio_features;spotify:track:2ekn2ttSfGqwhhate0LSR0;https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0;https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0;209320;4
French Montana-Unforgettable;6vXTefBL93Dj5IqAWq6OTv;3B54sVLJ402zGa6Xm4YGNe;736;116;3;(x8);3,739,539;1,134,515,034; day; 2017-07-14;0,726;0,769;6;-5,043;1;0,123;0,0293;0,0101;0,104;0,733;97,985;audio_features;spotify:track:3B54sVLJ402zGa6Xm4YGNe;https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe;https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe;233902;4
Coldplay-Viva La Vida;4gzpq5DPGxSnKTe4SA8HAU;1mea3bSkSGXuIRvnydlB5b;763;;27;;2,811,786;1,124,664,567; day; 2008-05-26;0,486;0,617;5;-7,115;0;0,0287;0,0954;0,00000323;0,109;0,417;138,015;audio_features;spotify:track:1mea3bSkSGXuIRvnydlB5b;https://api.spotify.com/v1/tracks/1mea3bSkSGXuIRvnydlB5b;https://api.spotify.com/v1/audio-analysis/1mea3bSkSGXuIRvnydlB5b;242373;4
The Police-Every Breath You Take;5NGO30tJxFlKixkPSgXcFE;1JSTJqkT5qHq8MDJnJbRE1;1051;;52;;2,132,766;1,119,614,608; day; 1983-06-17;0,82;0,452;1;-9,796;1;0,0348;0,543;0,00294;0,0714;0,74;117,401;audio_features;spotify:track:1JSTJqkT5qHq8MDJnJbRE1;https://api.spotify.com/v1/tracks/1JSTJqkT5qHq8MDJnJbRE1;https://api.spotify.com/v1/audio-analysis/1JSTJqkT5qHq8MDJnJbRE1;253920;4
Doja Cat-Paint The Town Red;5cj0lLjcoR7YOSnhnX0Po5;56y1jOTK0XSvJzVv9vHQBK;358;112;1;(x25);9,146,029;1,113,982,099; day; 2023-09-20;0,864;0,556;2;-7,683;0;0,194;0,255;0,00000385;0,112;0,726;99,974;audio_features;spotify:track:56y1jOTK0XSvJzVv9vHQBK;https://api.spotify.com/v1/tracks/56y1jOTK0XSvJzVv9vHQBK;https://api.spotify.com/v1/audio-analysis/56y1jOTK0XSvJzVv9vHQBK;230480;4
John Legend-All of Me;5y2Xq6xcjJb2jVM54GHK3t;3U4isOIWM3VvDubwSI3y7a;1877;;16;;1,440,543;1,108,896,847; day; 2013-08-30;0,422;0,264;8;-7,064;1;0,0322;0,922;0;0,132;0,331;119,93;audio_features;spotify:track:3U4isOIWM3VvDubwSI3y7a;https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a;https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a;269560;4
Doja Cat-Woman;5cj0lLjcoR7YOSnhnX0Po5;6Uj1ctrBOjOas8xZXGqKk4;534;49;5;;4,541,274;1,107,964,408; day; 2021-06-25;0,824;0,764;5;-4,175;0;0,0854;0,0888;0,00294;0,117;0,881;107,998;audio_features;spotify:track:6Uj1ctrBOjOas8xZXGqKk4;https://api.spotify.com/v1/tracks/6Uj1ctrBOjOas8xZXGqKk4;https://api.spotify.com/v1/audio-analysis/6Uj1ctrBOjOas8xZXGqKk4;172627;4
Måneskin-Beggin';0lAWpj5szCSwM4rUMHYmrr;3Wrjm47oTz2sjIgck11l5e;466;104;1;(x25);8,005,228;1,097,657,144; day; 2017-12-08;0,714;0,8;11;-4,808;0;0,0504;0,127;0;0,359;0,589;134,002;audio_features;spotify:track:3Wrjm47oTz2sjIgck11l5e;https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e;https://api.spotify.com/v1/audio-analysis/3Wrjm47oTz2sjIgck11l5e;211560;4
Farruko-Pepas;329e4yvIujISKGKz1BZZbO;2B4GHvToeLTOBB4QLzW3Ni;486;104;3;(x4);4,991,996;1,092,223,873; day; 2021-10-01;0,762;0,766;7;-3,955;1;0,0343;0,00776;0,0000698;0,128;0,442;130,001;audio_features;spotify:track:2B4GHvToeLTOBB4QLzW3Ni;https://api.spotify.com/v1/tracks/2B4GHvToeLTOBB4QLzW3Ni;https://api.spotify.com/v1/audio-analysis/2B4GHvToeLTOBB4QLzW3Ni;287120;4
Bad Bunny-Yonaguni;4q3ewBCX7sLwd24euuV69X;2JPLbjOn0wPCngEot2STUS;574;58;3;(x17);7,191,161;1,091,187,590; day; 2021-06-04;0,644;0,648;1;-4,601;1;0,118;0,276;0;0,135;0,44;179,951;audio_features;spotify:track:2JPLbjOn0wPCngEot2STUS;https://api.spotify.com/v1/tracks/2JPLbjOn0wPCngEot2STUS;https://api.spotify.com/v1/audio-analysis/2JPLbjOn0wPCngEot2STUS;206710;4
Ariana Grande-thank u, next;66CXWjxzNUsdJxJ2JdwvnR;3e9HZxeyfWwjeyPAMmWSSQ;606;116;1;(x53);9,606,415;1,086,433,407; day; 2019-02-08;0,72;0,654;1;-5,634;1;0,0647;0,227;0;0,101;0,411;106,976;audio_features;spotify:track:3e9HZxeyfWwjeyPAMmWSSQ;https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ;https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ;207320;4
